GROUP,SCPT
HEADING,LOCA_ID,SCPT_DPTH,SCPT_RES,SCPT_FRES,SCPT_PWP2,SCPT_REM
UNIT,,m,MPa,MPa,MPa,
TYPE,ID,3DP,4DP,4DP,4DP,X
DATA,CPT_15212,0,0,0,0,
DATA,CPT_15212,0,0.1942,0,-0.00076551,
DATA,CPT_15212,0.01,0.40631,0,-0.00033424,
DATA,CPT_15212,0.02,0.40631,0,-0.00098115,
DATA,CPT_15212,0.03,0.60241,0,0.0011752,
DATA,CPT_15212,0.04,0.68245,0,0.0026847,
DATA,CPT_15212,0.05,0.67045,0,-0.0016281,
DATA,CPT_15212,0.06,0.99462,0,-0.0014124,
DATA,CPT_15212,0.07,1.5629,0.024588,-0.0014124,
DATA,CPT_15212,0.08,1.5629,0.026045,-0.00054987,
DATA,CPT_15212,0.09,2.1152,0.02719,-0.00033424,
DATA,CPT_15212,0.1,2.6275,0.029636,0.00074395,
DATA,CPT_15212,0.11,3.66,0.029428,-0.0001186,
DATA,CPT_15212,0.12,4.9527,0.026045,0.00031268,
DATA,CPT_15212,0.13,5.9172,0.02771,-0.0001186,
DATA,CPT_15212,0.14,6.6055,0.030989,-0.0011968,
DATA,CPT_15212,0.15,7.2058,0.034736,-0.00098115,
DATA,CPT_15212,0.16,7.7501,0.03994,-0.0016281,
DATA,CPT_15212,0.17,8.3144,0.03994,-0.0016281,
DATA,CPT_15212,0.18,8.8027,0.047174,-0.0024906,
DATA,CPT_15212,0.19,8.9828,0.05727,-0.0044314,
DATA,CPT_15212,0.2,8.8387,0.05727,-0.0044314,
DATA,CPT_15212,0.21,8.5826,0.063411,-0.0048626,
DATA,CPT_15212,0.22,8.1864,0.065337,-0.0048626,
DATA,CPT_15212,0.23,7.7982,0.069709,-0.0055096,
DATA,CPT_15212,0.24,7.538,0.073352,-0.0055096,
DATA,CPT_15212,0.25,7.41,0.076266,-0.0042157,
DATA,CPT_15212,0.26,7.3219,0.078816,-0.0033532,
