GROUP,GSWD
HEADING,LOCA_ID,GSWD_WVLN,GSWD_FREQ,GSWD_PHVL,GPVS_REM
UNIT,,m,HZ,m/s,
TYPE,ID,2DP,3DP,2DP,X
DATA,SASW01,1.72,,171,
DATA,SASW01,1.75,,174,
DATA,SASW01,1.77,,175,
DATA,SASW01,1.84,,181,
DATA,SASW01,1.91,,187,
DATA,SASW01,1.99,,194,
DATA,SASW01,2.02,,170,
DATA,SASW01,2.05,,172,
DATA,SASW01,2.07,,201,
DATA,SASW01,2.08,,174,
DATA,SASW01,2.12,,176,
DATA,SASW01,2.15,,178,
DATA,SASW01,2.16,,209,
DATA,SASW01,2.18,,180,
DATA,SASW01,2.2,,180,
DATA,SASW01,2.22,,181,
DATA,SASW01,2.24,,182,
DATA,SASW01,2.26,,183,
DATA,SASW01,2.27,,218,
DATA,SASW01,2.28,,184,
DATA,SASW01,2.3,,185,
DATA,SASW01,2.32,,186,
DATA,SASW01,2.34,,225,
DATA,SASW01,2.35,,187,
DATA,SASW01,2.36,,187,
DATA,SASW01,2.38,,188,
DATA,SASW01,2.39,,188,
DATA,SASW01,2.41,,189,
DATA,SASW01,2.41,,230,
DATA,SASW01,2.43,,189,
DATA,SASW01,2.44,,189,
DATA,SASW01,2.46,,190,
DATA,SASW01,2.47,,190,
DATA,SASW01,2.49,,190,
DATA,SASW01,2.51,,191,
DATA,SASW01,2.52,,191,
DATA,SASW01,2.54,,192,
DATA,SASW01,2.56,,192,
DATA,SASW01,2.58,,193,
DATA,SASW01,2.59,,193,
DATA,SASW01,2.61,,193,
DATA,SASW01,2.63,,194,
DATA,SASW01,2.65,,194,
DATA,SASW01,2.66,,194,
DATA,SASW01,2.67,,194,
DATA,SASW01,2.68,,194,
DATA,SASW01,2.7,,194,
DATA,SASW01,2.71,,194,
DATA,SASW01,2.72,,194,
DATA,SASW01,2.73,,194,
DATA,SASW01,2.75,,194,
DATA,SASW01,2.76,,194,
DATA,SASW01,2.78,,194,
DATA,SASW01,2.79,,194,
DATA,SASW01,2.81,,194,
DATA,SASW01,2.83,,195,
DATA,SASW01,2.85,,195,
DATA,SASW01,2.86,,195,
DATA,SASW01,2.88,,195,
DATA,SASW01,2.9,,196,
DATA,SASW01,2.92,,196,
DATA,SASW01,2.93,,195,
DATA,SASW01,2.94,,195,
DATA,SASW01,2.96,,195,
DATA,SASW01,2.97,,195,
DATA,SASW01,2.98,,195,
DATA,SASW01,3,,195,
DATA,SASW01,3.01,,195,
DATA,SASW01,3.03,,194,
DATA,SASW01,3.04,,194,
DATA,SASW01,3.06,,194,
DATA,SASW01,3.07,,194,
DATA,SASW01,3.09,,194,
DATA,SASW01,3.11,,194,
DATA,SASW01,3.12,,194,
DATA,SASW01,3.14,,194,
DATA,SASW01,3.16,,194,
DATA,SASW01,3.18,,194,
DATA,SASW01,3.2,,194,
DATA,SASW01,3.21,,189,
DATA,SASW01,3.23,,195,
DATA,SASW01,3.25,,195,
DATA,SASW01,3.28,,196,
DATA,SASW01,3.3,,193,
DATA,SASW01,3.3,,196,
DATA,SASW01,3.33,,196,
DATA,SASW01,3.35,,197,
DATA,SASW01,3.38,,197,
DATA,SASW01,3.39,,197,
DATA,SASW01,3.4,,197,
DATA,SASW01,3.4,,196,
DATA,SASW01,3.4,,195,
DATA,SASW01,3.4,,194,
DATA,SASW01,3.41,,193,
DATA,SASW01,3.41,,191,
DATA,SASW01,3.41,,190,
DATA,SASW01,3.41,,189,
DATA,SASW01,3.41,,188,
DATA,SASW01,3.42,,187,
DATA,SASW01,3.44,,187,
DATA,SASW01,3.45,,187,
DATA,SASW01,3.47,,186,
DATA,SASW01,3.49,,186,
DATA,SASW01,3.49,,201,
DATA,SASW01,3.5,,186,
DATA,SASW01,3.52,,186,
DATA,SASW01,3.54,,185,
DATA,SASW01,3.56,,185,
DATA,SASW01,3.58,,185,
DATA,SASW01,3.6,,206,
DATA,SASW01,3.6,,185,
DATA,SASW01,3.63,,185,
DATA,SASW01,3.65,,185,
DATA,SASW01,3.67,,185,
DATA,SASW01,3.7,,185,
DATA,SASW01,3.71,,211,
DATA,SASW01,3.73,,185,
DATA,SASW01,3.82,,215,
DATA,SASW01,3.89,,218,
DATA,SASW01,3.97,,220,
DATA,SASW01,4.04,,223,
DATA,SASW01,4.13,,226,
DATA,SASW01,4.21,,228,
DATA,SASW01,4.3,,231,
DATA,SASW01,5.97,,139,
DATA,SASW01,6.04,,139,
DATA,SASW01,6.11,,140,
DATA,SASW01,6.18,,141,
DATA,SASW01,6.25,,142,
DATA,SASW01,6.33,,143,
DATA,SASW01,6.33,,170,
DATA,SASW01,6.35,,169,
DATA,SASW01,6.38,,169,
DATA,SASW01,6.4,,168,
DATA,SASW01,6.41,,144,
DATA,SASW01,6.44,,136,
DATA,SASW01,6.46,,169,
DATA,SASW01,6.48,,145,
DATA,SASW01,6.49,,136,
DATA,SASW01,6.51,,145,
DATA,SASW01,6.53,,170,
DATA,SASW01,6.53,,137,
DATA,SASW01,6.54,,145,
DATA,SASW01,6.56,,145,
DATA,SASW01,6.58,,137,
DATA,SASW01,6.59,,145,
DATA,SASW01,6.6,,170,
DATA,SASW01,6.61,,144,
DATA,SASW01,6.62,,137,
DATA,SASW01,6.64,,144,
DATA,SASW01,6.66,,171,
DATA,SASW01,6.67,,144,
DATA,SASW01,6.67,,137,
DATA,SASW01,6.69,,144,
DATA,SASW01,6.71,,137,
DATA,SASW01,6.72,,144,
DATA,SASW01,6.73,,172,
DATA,SASW01,6.76,,137,
DATA,SASW01,6.79,,144,
DATA,SASW01,6.8,,173,
DATA,SASW01,6.8,,138,
DATA,SASW01,6.85,,138,
DATA,SASW01,6.86,,145,
DATA,SASW01,6.87,,173,
DATA,SASW01,6.89,,138,
DATA,SASW01,6.93,,173,
DATA,SASW01,6.93,,146,
DATA,SASW01,6.94,,138,
DATA,SASW01,6.98,,138,
DATA,SASW01,6.99,,174,
DATA,SASW01,7,,146,
DATA,SASW01,7.03,,138,
DATA,SASW01,7.05,,174,
DATA,SASW01,7.08,,147,
DATA,SASW01,7.08,,138,
DATA,SASW01,7.11,,175,
DATA,SASW01,7.13,,138,
DATA,SASW01,7.15,,148,
DATA,SASW01,7.17,,175,
DATA,SASW01,7.18,,139,
DATA,SASW01,7.22,,175,
DATA,SASW01,7.23,,149,
DATA,SASW01,7.25,,174,
DATA,SASW01,7.25,,139,
DATA,SASW01,7.27,,174,
DATA,SASW01,7.29,,173,
DATA,SASW01,7.31,,149,
DATA,SASW01,7.31,,173,
DATA,SASW01,7.32,,140,
DATA,SASW01,7.34,,172,
DATA,SASW01,7.36,,171,
DATA,SASW01,7.37,,150,
DATA,SASW01,7.39,,149,
DATA,SASW01,7.4,,140,
DATA,SASW01,7.4,,149,
DATA,SASW01,7.41,,171,
DATA,SASW01,7.41,,148,
DATA,SASW01,7.43,,148,
DATA,SASW01,7.44,,147,
DATA,SASW01,7.45,,171,
DATA,SASW01,7.45,,146,
DATA,SASW01,7.47,,146,
DATA,SASW01,7.47,,141,
DATA,SASW01,7.48,,145,
DATA,SASW01,7.5,,171,
DATA,SASW01,7.53,,145,
DATA,SASW01,7.55,,141,
DATA,SASW01,7.55,,171,
DATA,SASW01,7.6,,171,
DATA,SASW01,7.62,,142,
DATA,SASW01,7.64,,146,
DATA,SASW01,7.65,,171,
DATA,SASW01,7.7,,142,
DATA,SASW01,7.73,,171,
DATA,SASW01,7.75,,148,
DATA,SASW01,7.78,,143,
DATA,SASW01,7.84,,172,
DATA,SASW01,7.87,,149,
DATA,SASW01,7.88,,144,
DATA,SASW01,7.95,,174,
DATA,SASW01,7.99,,145,
DATA,SASW01,8,,151,
DATA,SASW01,8.07,,175,
DATA,SASW01,8.11,,146,
DATA,SASW01,8.12,,152,
DATA,SASW01,8.18,,176,
DATA,SASW01,8.22,,147,
DATA,SASW01,8.25,,154,
DATA,SASW01,8.31,,177,
DATA,SASW01,8.35,,149,
DATA,SASW01,8.39,,155,
DATA,SASW01,8.41,,178,
DATA,SASW01,8.42,,177,
DATA,SASW01,8.44,,176,
DATA,SASW01,8.46,,175,
DATA,SASW01,8.47,,150,
DATA,SASW01,8.48,,174,
DATA,SASW01,8.5,,173,
