GROUP,GSWD
HEADING,LOCA_ID,GSWD_WVLN,GSWD_FREQ,GSWD_PHVL,GPVS_REM
DATA,SASW01,8.51,,172,
DATA,SASW01,8.53,,157,
DATA,SASW01,8.6,,151,
DATA,SASW01,8.61,,173,
DATA,SASW01,8.64,,158,
DATA,SASW01,8.68,,158,
DATA,SASW01,8.71,,157,
DATA,SASW01,8.72,,158,
DATA,SASW01,8.73,,174,
DATA,SASW01,8.73,,152,
DATA,SASW01,8.74,,160,
DATA,SASW01,8.75,,156,
DATA,SASW01,8.79,,155,
DATA,SASW01,8.8,,159,
DATA,SASW01,8.83,,163,
DATA,SASW01,8.83,,155,
DATA,SASW01,8.84,,175,
DATA,SASW01,8.87,,154,
DATA,SASW01,8.87,,154,
DATA,SASW01,8.88,,159,
DATA,SASW01,8.91,,153,
DATA,SASW01,8.92,,166,
DATA,SASW01,8.96,,154,
DATA,SASW01,8.96,,176,
DATA,SASW01,8.97,,160,
DATA,SASW01,9,,154,
DATA,SASW01,9.02,,169,
DATA,SASW01,9.02,,154,
DATA,SASW01,9.04,,154,
DATA,SASW01,9.05,,160,
DATA,SASW01,9.08,,177,
DATA,SASW01,9.08,,153,
DATA,SASW01,9.11,,173,
DATA,SASW01,9.13,,153,
DATA,SASW01,9.14,,161,
DATA,SASW01,9.15,,154,
DATA,SASW01,9.17,,153,
DATA,SASW01,9.2,,177,
DATA,SASW01,9.21,,176,
DATA,SASW01,9.22,,152,
DATA,SASW01,9.23,,161,
DATA,SASW01,9.26,,152,
DATA,SASW01,9.28,,155,
DATA,SASW01,9.31,,152,
DATA,SASW01,9.32,,162,
DATA,SASW01,9.36,,152,
DATA,SASW01,9.38,,162,
DATA,SASW01,9.4,,161,
DATA,SASW01,9.41,,151,
DATA,SASW01,9.42,,156,
DATA,SASW01,9.43,,160,
DATA,SASW01,9.45,,160,
DATA,SASW01,9.47,,151,
DATA,SASW01,9.48,,159,
DATA,SASW01,9.5,,158,
DATA,SASW01,9.53,,151,
DATA,SASW01,9.53,,158,
DATA,SASW01,9.56,,157,
DATA,SASW01,9.56,,157,
DATA,SASW01,9.58,,156,
DATA,SASW01,9.58,,151,
DATA,SASW01,9.63,,156,
DATA,SASW01,9.64,,151,
DATA,SASW01,9.7,,156,
DATA,SASW01,9.7,,150,
DATA,SASW01,9.71,,158,
DATA,SASW01,9.76,,150,
DATA,SASW01,9.76,,156,
DATA,SASW01,9.82,,150,
DATA,SASW01,9.82,,158,
DATA,SASW01,9.83,,156,
DATA,SASW01,9.89,,150,
DATA,SASW01,9.9,,156,
DATA,SASW01,9.91,,158,
DATA,SASW01,9.95,,150,
DATA,SASW01,9.96,,156,
DATA,SASW01,10,,158,
DATA,SASW01,10.02,,150,
DATA,SASW01,10.03,,156,
DATA,SASW01,10.09,,149,
DATA,SASW01,10.1,,157,
DATA,SASW01,10.1,,155,
DATA,SASW01,10.15,,149,
DATA,SASW01,10.17,,155,
DATA,SASW01,10.19,,157,
DATA,SASW01,10.22,,149,
DATA,SASW01,10.23,,155,
DATA,SASW01,10.27,,155,
DATA,SASW01,10.28,,157,
DATA,SASW01,10.29,,149,
DATA,SASW01,10.32,,154,
DATA,SASW01,10.36,,149,
DATA,SASW01,10.37,,154,
DATA,SASW01,10.39,,157,
DATA,SASW01,10.42,,153,
DATA,SASW01,10.44,,149,
DATA,SASW01,10.47,,153,
DATA,SASW01,10.51,,148,
DATA,SASW01,10.52,,152,
DATA,SASW01,10.53,,158,
DATA,SASW01,10.57,,152,
DATA,SASW01,10.58,,148,
DATA,SASW01,10.62,,151,
DATA,SASW01,10.65,,148,
DATA,SASW01,10.69,,158,
DATA,SASW01,10.72,,151,
DATA,SASW01,10.72,,148,
DATA,SASW01,10.8,,147,
DATA,SASW01,10.83,,152,
DATA,SASW01,10.84,,159,
DATA,SASW01,10.87,,147,
DATA,SASW01,10.94,,152,
DATA,SASW01,10.95,,147,
DATA,SASW01,11,,159,
DATA,SASW01,11.03,,147,
DATA,SASW01,11.05,,152,
DATA,SASW01,11.11,,147,
DATA,SASW01,11.16,,160,
DATA,SASW01,11.17,,153,
DATA,SASW01,11.18,,146,
DATA,SASW01,11.26,,146,
DATA,SASW01,11.29,,153,
DATA,SASW01,11.33,,160,
DATA,SASW01,11.34,,146,
DATA,SASW01,11.36,,150,
DATA,SASW01,11.36,,152,
DATA,SASW01,11.36,,148,
DATA,SASW01,11.36,,154,
DATA,SASW01,11.36,,155,
DATA,SASW01,11.36,,157,
DATA,SASW01,11.37,,146,
DATA,SASW01,11.37,,159,
DATA,SASW01,11.38,,145,
DATA,SASW01,11.39,,143,
DATA,SASW01,11.4,,141,
DATA,SASW01,11.41,,140,
DATA,SASW01,11.41,,153,
DATA,SASW01,11.42,,146,
DATA,SASW01,11.43,,138,
DATA,SASW01,11.51,,145,
DATA,SASW01,11.53,,154,
DATA,SASW01,11.57,,138,
DATA,SASW01,11.59,,145,
DATA,SASW01,11.66,,154,
DATA,SASW01,11.68,,145,
DATA,SASW01,11.72,,138,
DATA,SASW01,11.76,,144,
DATA,SASW01,11.8,,154,
DATA,SASW01,11.86,,144,
DATA,SASW01,11.87,,138,
DATA,SASW01,11.95,,155,
DATA,SASW01,12.02,,138,
DATA,SASW01,12.07,,146,
DATA,SASW01,12.11,,156,
DATA,SASW01,12.18,,137,
DATA,SASW01,12.26,,156,
DATA,SASW01,12.29,,147,
DATA,SASW01,12.34,,137,
DATA,SASW01,12.43,,157,
DATA,SASW01,12.52,,148,
DATA,SASW01,12.57,,138,
DATA,SASW01,12.59,,158,
DATA,SASW01,12.76,,149,
DATA,SASW01,12.77,,158,
DATA,SASW01,12.82,,138,
DATA,SASW01,12.94,,159,
DATA,SASW01,13.01,,151,
DATA,SASW01,13.09,,139,
DATA,SASW01,13.12,,160,
DATA,SASW01,13.26,,152,
DATA,SASW01,13.27,,160,
DATA,SASW01,13.36,,140,
DATA,SASW01,13.43,,160,
DATA,SASW01,13.53,,154,
DATA,SASW01,13.6,,161,
DATA,SASW01,13.65,,141,
DATA,SASW01,13.77,,161,
DATA,SASW01,13.81,,155,
DATA,SASW01,13.94,,162,
DATA,SASW01,13.95,,142,
DATA,SASW01,14.06,,157,
DATA,SASW01,14.11,,162,
DATA,SASW01,14.22,,142,
DATA,SASW01,14.22,,157,
DATA,SASW01,14.29,,162,
DATA,SASW01,14.39,,157,
DATA,SASW01,14.42,,142,
DATA,SASW01,14.48,,163,
DATA,SASW01,14.55,,157,
DATA,SASW01,14.63,,142,
DATA,SASW01,14.66,,163,
DATA,SASW01,14.72,,157,
DATA,SASW01,14.8,,163,
DATA,SASW01,14.84,,141,
DATA,SASW01,14.9,,157,
DATA,SASW01,14.95,,163,
DATA,SASW01,15.06,,141,
DATA,SASW01,15.08,,157,
DATA,SASW01,15.1,,163,
DATA,SASW01,15.25,,163,
DATA,SASW01,15.26,,158,
DATA,SASW01,15.28,,141,
DATA,SASW01,15.41,,163,
DATA,SASW01,15.45,,158,
DATA,SASW01,15.52,,140,
DATA,SASW01,15.57,,163,
DATA,SASW01,15.64,,158,
DATA,SASW01,15.73,,162,
DATA,SASW01,15.8,,140,
DATA,SASW01,15.86,,158,
DATA,SASW01,15.89,,162,
DATA,SASW01,16.08,,159,
DATA,SASW01,16.08,,162,
DATA,SASW01,16.09,,140,
DATA,SASW01,16.31,,159,
DATA,SASW01,16.31,,163,
DATA,SASW01,16.4,,140,
DATA,SASW01,16.54,,159,
DATA,SASW01,16.55,,163,
DATA,SASW01,16.71,,140,
DATA,SASW01,16.78,,160,
DATA,SASW01,16.79,,164,
DATA,SASW01,17.03,,160,
DATA,SASW01,17.04,,140,
DATA,SASW01,17.04,,164,
DATA,SASW01,17.28,,161,
DATA,SASW01,17.3,,165,
DATA,SASW01,17.38,,140,
DATA,SASW01,17.54,,161,
DATA,SASW01,17.57,,165,
DATA,SASW01,17.75,,141,
DATA,SASW01,17.82,,161,
DATA,SASW01,17.84,,166,
DATA,SASW01,18.12,,162,
DATA,SASW01,18.13,,166,
DATA,SASW01,18.15,,141,
DATA,SASW01,18.39,,167,
DATA,SASW01,18.42,,163,
DATA,SASW01,18.57,,141,
DATA,SASW01,18.63,,167,
DATA,SASW01,18.73,,163,
DATA,SASW01,18.88,,167,
DATA,SASW01,19,,141,
DATA,SASW01,19.06,,164,
DATA,SASW01,19.13,,167,
DATA,SASW01,19.38,,167,
DATA,SASW01,19.4,,165,
DATA,SASW01,19.65,,167,
DATA,SASW01,19.74,,165,
DATA,SASW01,19.92,,167,
DATA,SASW01,20.11,,166,
DATA,SASW01,20.2,,167,
DATA,SASW01,20.48,,167,
DATA,SASW01,20.48,,167,
DATA,SASW01,20.65,,166,
DATA,SASW01,20.72,,164,
DATA,SASW01,20.79,,162,
DATA,SASW01,20.85,,167,
DATA,SASW01,20.86,,160,
DATA,SASW01,20.93,,158,
DATA,SASW01,21,,156,
DATA,SASW01,21.07,,155,
DATA,SASW01,21.15,,153,
DATA,SASW01,21.22,,151,
DATA,SASW01,21.23,,168,
DATA,SASW01,21.61,,168,
DATA,SASW01,21.62,,151,
DATA,SASW01,22.01,,169,
DATA,SASW01,22.21,,153,
DATA,SASW01,22.43,,170,
DATA,SASW01,22.84,,154,
DATA,SASW01,22.86,,170,
DATA,SASW01,23.3,,171,
DATA,SASW01,23.5,,156,
DATA,SASW01,23.77,,172,
DATA,SASW01,24.2,,158,
DATA,SASW01,24.25,,172,
DATA,SASW01,24.79,,173,
DATA,SASW01,24.94,,160,
DATA,SASW01,25.37,,174,
DATA,SASW01,25.73,,162,
DATA,SASW01,25.97,,176,
DATA,SASW01,26.57,,164,
DATA,SASW01,26.6,,177,
DATA,SASW01,27.27,,178,
DATA,SASW01,27.47,,167,
DATA,SASW01,27.87,,166,
DATA,SASW01,28.11,,164,
DATA,SASW01,28.36,,162,
DATA,SASW01,28.62,,161,
DATA,SASW01,28.88,,159,
DATA,SASW01,29.14,,157,
DATA,SASW01,29.41,,155,
DATA,SASW01,29.68,,153,
DATA,SASW01,29.96,,151,
DATA,SASW01,30.76,,151,
DATA,SASW01,31.67,,152,
DATA,SASW01,32.65,,153,
DATA,SASW01,33.68,,154,
DATA,SASW01,34.78,,155,
