GROUP,ISPT
HEADING,LOCA_ID,ISPT_TOP,ISPT_TPEN,ISPT_NVAL,ISPT_ERAT,ISPT_MECH,ISPT_METH,ISPT_REM
UNIT,,m,cm,,%,,,
TYPE,ID,2DP,1DP,0DP,0DP,X,X,X
DATA,BH_25379,11,30,16,,,,
DATA,BH_25379,12.5,30,28,,,,
DATA,BH_25379,14,19.5,48,,,,
DATA,BH_25379,15.5,18,50,,,,
DATA,BH_25379,2,30,27,,,,
DATA,BH_25379,3.5,30,1,,,,
DATA,BH_25379,5,30,11,,,,
DATA,BH_25379,6.5,30,1,,,,
DATA,BH_25379,8,30,15,,,,
DATA,BH_25379,9.5,30,47,,,,
