GROUP,ISPT
HEADING,LOCA_ID,ISPT_TOP,ISPT_TPEN,ISPT_NVAL,ISPT_ERAT,ISPT_MECH,ISPT_METH,ISPT_REM
UNIT,,m,cm,,%,,,
TYPE,ID,2DP,1DP,0DP,0DP,X,X,X
DATA,BH_16410,1.5,45,31,,,,
DATA,BH_16410,3,45,21,,,,
DATA,BH_16410,4.5,45,10,,,,
DATA,BH_16410,6,45,4,,,,
DATA,BH_16410,7.5,45,8,,,,
DATA,BH_16410,9,45,22,,,,
DATA,BH_16410,10.5,45,50,,,,
DATA,BH_16410,12,45,24,,,,
DATA,BH_16410,13.5,45,50,,,,
DATA,BH_16410,15,45,27,,,,
DATA,BH_16410,16.5,45,44,,,,
DATA,BH_16410,18,45,50,,,,
