GROUP,SCPT
HEADING,LOCA_ID,SCPT_DPTH,SCPT_RES,SCPT_FRES,SCPT_PWP2,SCPT_REM
UNIT,,m,MPa,MPa,MPa,
TYPE,ID,3DP,4DP,4DP,4DP,X
DATA,CPT_13929,0,0.73,0,0.002,
DATA,CPT_13929,0.01,4.46,0,0.003,
DATA,CPT_13929,0.02,10.35,0,0.003,
DATA,CPT_13929,0.03,17.45,0,0.002,
DATA,CPT_13929,0.04,21.8,0,0.008,
DATA,CPT_13929,0.05,15.19,0,-0.002,
DATA,CPT_13929,0.06,12.97,0.027,-0.002,
DATA,CPT_13929,0.07,13.03,0.054,-0.002,
DATA,CPT_13929,0.08,13.08,0.062,-0.002,
DATA,CPT_13929,0.09,13.13,0.069,-0.002,
DATA,CPT_13929,0.1,13.18,0.062,-0.002,
DATA,CPT_13929,0.11,15.87,0.116,-0.002,
DATA,CPT_13929,0.12,14.83,0.122,-0.002,
DATA,CPT_13929,0.13,18.02,0.136,-0.002,
DATA,CPT_13929,0.14,21.95,0.158,-0.002,
DATA,CPT_13929,0.15,21.72,0.181,-0.002,
DATA,CPT_13929,0.16,23.2,0.183,-0.002,
DATA,CPT_13929,0.17,23.79,0.185,-0.002,
DATA,CPT_13929,0.18,26.29,0.194,-0.002,
DATA,CPT_13929,0.19,29.87,0.195,-0.002,
DATA,CPT_13929,0.2,32.07,0.188,-0.002,
DATA,CPT_13929,0.21,30.04,0.182,-0.002,
DATA,CPT_13929,0.22,33.3,0.183,-0.002,
DATA,CPT_13929,0.23,36.64,0.184,-0.002,
DATA,CPT_13929,0.24,41.64,0.189,-0.002,
DATA,CPT_13929,0.25,44.57,0.194,-0.002,
DATA,CPT_13929,0.26,46.92,0.209,-0.002,
DATA,CPT_13929,0.27,48.59,0.233,-0.001,
DATA,CPT_13929,0.28,49.88,0.217,-0.001,
DATA,CPT_13929,0.29,47.13,0.315,-0.001,
DATA,CPT_13929,0.3,47.16,0.362,-0.001,
DATA,CPT_13929,0.31,47.2,0.372,-0.001,
DATA,CPT_13929,0.32,48.69,0.382,-0.001,
DATA,CPT_13929,0.33,51.81,0.327,-0.001,
DATA,CPT_13929,0.34,54.35,0.318,-0.001,
DATA,CPT_13929,0.35,52.75,0.308,-0.001,
DATA,CPT_13929,0.36,52.61,0.335,-0.001,
DATA,CPT_13929,0.37,52.78,0.363,-0.001,
DATA,CPT_13929,0.38,49.44,0.399,-0.001,
DATA,CPT_13929,0.39,45.02,0.41,-0.001,
DATA,CPT_13929,0.4,42.36,0.42,-0.001,
DATA,CPT_13929,0.41,41.24,0.533,0,
DATA,CPT_13929,0.42,41.39,0.646,0,
DATA,CPT_13929,0.43,41.54,0.571,0,
DATA,CPT_13929,0.44,45.26,0,0,
DATA,CPT_13929,0.45,50.96,0,-0.001,
DATA,CPT_13929,0.46,52.94,0,-0.001,
DATA,CPT_13929,0.47,51.67,0,-0.001,
DATA,CPT_13929,0.48,59.53,0,-0.001,
DATA,CPT_13929,0.49,67.4,0,-0.001,
DATA,CPT_13929,0.5,64.55,0,-0.002,
