GROUP,SCPT
HEADING,LOCA_ID,SCPT_DPTH,SCPT_RES,SCPT_FRES,SCPT_PWP2,SCPT_REM
UNIT,,m,MPa,MPa,MPa,
TYPE,ID,3DP,4DP,4DP,4DP,X
DATA,CPT_15207,0,0,0,0,
DATA,CPT_15207,0,0.16328,0,0.00046362,
DATA,CPT_15207,0.01,0.26334,0,0.00046362,
DATA,CPT_15207,0.02,0.64754,0,-0.0008302,
DATA,CPT_15207,0.03,0.92368,0,-0.0008302,
DATA,CPT_15207,0.04,0.94769,0,-0.0008302,
DATA,CPT_15207,0.05,1.2839,0,0.059764,
DATA,CPT_15207,0.06,2.0042,0,0.040141,
DATA,CPT_15207,0.07,2.0042,0.029807,0.012971,
DATA,CPT_15207,0.08,2.6166,0.034491,0.0019731,
DATA,CPT_15207,0.09,2.6166,0.037093,-0.011612,
DATA,CPT_15207,0.1,2.6606,0.039435,-0.0068681,
DATA,CPT_15207,0.11,2.6446,0.035532,-0.0070837,
DATA,CPT_15207,0.12,2.6006,0.033294,-0.018944,
DATA,CPT_15207,0.13,2.5525,0.034491,-0.014631,
DATA,CPT_15207,0.14,2.5565,0.036989,-0.0094557,
DATA,CPT_15207,0.15,2.6286,0.0398,-0.0096714,
DATA,CPT_15207,0.16,2.7326,0.042974,-0.013553,
DATA,CPT_15207,0.17,2.8487,0.046982,-0.0090245,
DATA,CPT_15207,0.18,2.9687,0.050468,-0.0068681,
DATA,CPT_15207,0.19,3.2169,0.051717,-0.0092401,
DATA,CPT_15207,0.2,3.473,0.053539,-0.0066524,
DATA,CPT_15207,0.21,3.7612,0.052134,-0.0034179,
DATA,CPT_15207,0.22,4.0653,0.051249,-0.0040648,
DATA,CPT_15207,0.23,4.4175,0.05052,-0.0023397,
DATA,CPT_15207,0.24,4.9978,0.051717,-0.0027709,
DATA,CPT_15207,0.25,5.6621,0.055933,-0.0047117,
DATA,CPT_15207,0.26,6.2705,0.063271,0.0011105,
DATA,CPT_15207,0.27,6.6627,0.069724,-0.0023397,
