GROUP,LOCA
HEADING,LOCA_ID,LOCA_LAT,LOCA_LON,LOCA_TYPE,LOCA_GL,LOCA_FDEP,LOCA_STAR,LOCA_ENDD,LOCA_REM
UNIT,,deg,deg,,m,m,yyyy-mm-dd,yyyy-mm-dd,
TYPE,ID,5DP,5DP,PA,2DP,2DP,DT,DT,X
DATA,CPT_36291,-43.5489,172.748,SCPG,1.85,20.1,2013-02-09,2013-02-09,
" "
GROUP,SCPG
HEADING,LOCA_ID,SCPG_CSA,SCPG_RATE,SCPG_WAT,SCPG_CREW,SCPG_METH,SCPG_REM
UNIT,,cm2,cm/s,m,,,
TYPE,ID,0DP,2DP,2DP,X,X,X
DATA,CPT_36291,-,-,1,"Ground Investigation Ltd",,"Cone area ratio 0.8"
" "
" "
GROUP,SCPT
HEADING,LOCA_ID,SCPT_DPTH,SCPT_RES,SCPT_FRES,SCPT_PWP2,SCPT_REM
UNIT,,m,MPa,MPa,MPa,
TYPE,ID,3DP,4DP,4DP,4DP,X
DATA,CPT_36291,1.5,7.5999,0.0437,0.0095,
DATA,CPT_36291,1.51,7.6022,0.045,0.0103,
DATA,CPT_36291,1.52,7.6045,0.0458,0.0105,
DATA,CPT_36291,1.53,7.6168,0.0466,0.0103,
DATA,CPT_36291,1.54,7.6867,0.0478,0.0103,
DATA,CPT_36291,1.55,7.816,0.048,0.0103,
DATA,CPT_36291,1.56,7.812,0.048,0.0103,
DATA,CPT_36291,1.57,7.8645,0.0481,0.0105,
DATA,CPT_36291,1.58,7.8605,0.0481,0.0104,
DATA,CPT_36291,1.59,7.9534,0.0481,0.0104,
DATA,CPT_36291,1.6,7.9938,0.0481,0.0104,
DATA,CPT_36291,1.61,8.1271,0.0481,0.0105,
DATA,CPT_36291,1.62,8.3008,0.0483,0.0105,
DATA,CPT_36291,1.63,8.422,0.0484,0.0105,
DATA,CPT_36291,1.64,8.4907,0.0488,0.0105,
DATA,CPT_36291,1.65,8.6806,0.0494,0.0105,
DATA,CPT_36291,1.66,8.7088,0.05,0.0105,
DATA,CPT_36291,1.67,8.7694,0.0502,0.0105,
DATA,CPT_36291,1.68,8.8058,0.0511,0.0106,
DATA,CPT_36291,1.69,8.7775,0.0516,0.0107,
DATA,CPT_36291,1.7,8.7835,0.0519,0.0107,
DATA,CPT_36291,1.71,8.7896,0.0519,0.0109,
DATA,CPT_36291,1.72,8.9068,0.0522,0.0109,
DATA,CPT_36291,1.73,8.9351,0.0523,0.0112,
DATA,CPT_36291,1.74,8.923,0.0523,0.0112,
DATA,CPT_36291,1.75,9.0482,0.0524,0.0113,
DATA,CPT_36291,1.76,9.0724,0.0526,0.0114,
DATA,CPT_36291,1.77,9.0522,0.0528,0.0114,
DATA,CPT_36291,1.78,9.0442,0.0532,0.0116,
DATA,CPT_36291,1.79,9.0361,0.0532,0.0118,
DATA,CPT_36291,1.8,9.0563,0.054,0.0118,
DATA,CPT_36291,1.81,8.9957,0.0541,0.0119,
DATA,CPT_36291,1.82,8.9916,0.0541,0.012,
DATA,CPT_36291,1.83,8.8502,0.0541,0.0121,
DATA,CPT_36291,1.84,8.7997,0.0541,0.0122,
DATA,CPT_36291,1.85,8.7492,0.0541,0.0124,
DATA,CPT_36291,1.86,8.7492,0.0536,0.0124,
DATA,CPT_36291,1.87,8.7109,0.0536,0.0129,
DATA,CPT_36291,1.88,8.6937,0.0521,0.0131,
DATA,CPT_36291,1.89,8.6861,0.0521,0.0133,
DATA,CPT_36291,1.9,8.6834,0.0516,0.0133,
DATA,CPT_36291,1.91,8.6806,0.0514,0.0134,
DATA,CPT_36291,1.92,8.6806,0.0514,0.0135,
DATA,CPT_36291,1.93,8.6563,0.0514,0.0137,
DATA,CPT_36291,1.94,8.6563,0.0505,0.0137,
DATA,CPT_36291,1.95,8.4705,0.0495,0.0138,
DATA,CPT_36291,1.96,8.4139,0.0472,0.0138,
DATA,CPT_36291,1.97,8.1796,0.0423,0.0139,
DATA,CPT_36291,1.98,8.0988,0.0422,0.0139,
DATA,CPT_36291,1.99,7.8726,0.0421,0.0139,
DATA,CPT_36291,2,7.8726,0.0419,0.014,
DATA,CPT_36291,2.01,7.8039,0.0419,0.0141,
DATA,CPT_36291,2.02,7.711,0.042,0.0143,
DATA,CPT_36291,2.03,7.715,0.042,0.0143,
DATA,CPT_36291,2.04,7.4867,0.0421,0.016,
DATA,CPT_36291,2.05,7.4009,0.0423,0.016,
DATA,CPT_36291,2.06,7.3903,0.0427,0.0161,
DATA,CPT_36291,2.07,7.3797,0.0433,0.0162,
DATA,CPT_36291,2.08,7.3312,0.0437,0.0162,
DATA,CPT_36291,2.09,7.2626,0.0439,0.0163,
DATA,CPT_36291,2.1,7.1494,0.0439,0.0163,
DATA,CPT_36291,2.11,7.0848,0.0438,0.0164,
DATA,CPT_36291,2.12,6.9111,0.0438,0.0164,
DATA,CPT_36291,2.13,6.6444,0.0436,0.0165,
DATA,CPT_36291,2.14,6.4505,0.0432,0.0167,
DATA,CPT_36291,2.15,6.3899,0.0424,0.0167,
DATA,CPT_36291,2.16,6.3051,0.0419,0.0168,
DATA,CPT_36291,2.17,6.1516,0.04,0.0169,
DATA,CPT_36291,2.18,6.1516,0.0391,0.0169,
DATA,CPT_36291,2.19,6.1374,0.0391,0.0171,
DATA,CPT_36291,2.2,6.1369,0.0372,0.0173,
DATA,CPT_36291,2.21,6.1377,0.0358,0.0173,
DATA,CPT_36291,2.22,6.1385,0.035,0.0173,
DATA,CPT_36291,2.23,6.1637,0.0348,0.0173,
DATA,CPT_36291,2.24,6.1334,0.0347,0.0173,
DATA,CPT_36291,2.25,6.1031,0.0346,0.0173,
DATA,CPT_36291,2.26,6.1031,0.0346,0.0174,
DATA,CPT_36291,2.27,6.0465,0.0346,0.0175,
DATA,CPT_36291,2.28,6.0344,0.0346,0.0177,
DATA,CPT_36291,2.29,5.9819,0.0346,0.0177,
DATA,CPT_36291,2.3,5.8971,0.0346,0.018,
DATA,CPT_36291,2.31,5.8728,0.0345,0.0182,
DATA,CPT_36291,2.32,5.7718,0.034,0.0186,
DATA,CPT_36291,2.33,5.6708,0.0339,0.0184,
DATA,CPT_36291,2.34,5.6708,0.0339,0.0185,
DATA,CPT_36291,2.35,5.6607,0.0331,0.0186,
DATA,CPT_36291,2.36,5.6506,0.0329,0.0186,
DATA,CPT_36291,2.37,5.6483,0.0324,0.0186,
DATA,CPT_36291,2.38,5.679,0.0324,0.0187,
DATA,CPT_36291,2.39,5.7096,0.0317,0.0187,
DATA,CPT_36291,2.4,5.7718,0.0316,0.0188,
DATA,CPT_36291,2.41,5.8203,0.0314,0.0188,
DATA,CPT_36291,2.42,5.9051,0.0312,0.019,
DATA,CPT_36291,2.43,5.9738,0.0311,0.019,
DATA,CPT_36291,2.44,6.091,0.0311,0.019,
DATA,CPT_36291,2.45,6.091,0.031,0.0191,
DATA,CPT_36291,2.46,6.1597,0.0311,0.0192,
DATA,CPT_36291,2.47,6.1597,0.0309,0.0192,
DATA,CPT_36291,2.48,6.3091,0.0307,0.0194,
DATA,CPT_36291,2.49,6.3011,0.0302,0.0196,
DATA,CPT_36291,2.5,6.4829,0.03,0.0197,
DATA,CPT_36291,2.51,6.5596,0.0299,0.0197,
DATA,CPT_36291,2.52,6.596,0.03,0.0199,
DATA,CPT_36291,2.53,6.6889,0.0302,0.0201,
DATA,CPT_36291,2.54,6.7091,0.031,0.0201,
DATA,CPT_36291,2.55,6.7091,0.0313,0.0202,
DATA,CPT_36291,2.56,6.7374,0.0316,0.0203,
DATA,CPT_36291,2.57,6.7626,0.0334,0.022,
DATA,CPT_36291,2.58,6.7879,0.0341,0.022,
DATA,CPT_36291,2.59,6.8747,0.0357,0.0216,
DATA,CPT_36291,2.6,6.9959,0.0369,0.0216,
DATA,CPT_36291,2.61,7.202,0.0394,0.0216,
DATA,CPT_36291,2.62,7.2787,0.04,0.0216,
DATA,CPT_36291,2.63,7.5049,0.0408,0.0215,
DATA,CPT_36291,2.64,7.711,0.0403,0.0215,
DATA,CPT_36291,2.65,7.7473,0.0413,0.0215,
DATA,CPT_36291,2.66,7.8241,0.0413,0.0216,
DATA,CPT_36291,2.67,7.8645,0.0427,0.0216,
DATA,CPT_36291,2.68,8.0665,0.0432,0.0218,
DATA,CPT_36291,2.69,8.2079,0.0452,0.0222,
DATA,CPT_36291,2.7,8.3412,0.0466,0.0221,
DATA,CPT_36291,2.71,8.4624,0.0469,0.0222,
DATA,CPT_36291,2.72,8.5998,0.0471,0.0222,
DATA,CPT_36291,2.73,8.5998,0.0471,0.0222,
DATA,CPT_36291,2.74,8.6563,0.0475,0.0224,
DATA,CPT_36291,2.75,8.7412,0.048,0.0226,
DATA,CPT_36291,2.76,8.7129,0.049,0.0226,
DATA,CPT_36291,2.77,8.7088,0.0507,0.0227,
DATA,CPT_36291,2.78,8.7087,0.0518,0.0228,
DATA,CPT_36291,2.79,8.7088,0.0532,0.0229,
DATA,CPT_36291,2.8,8.7088,0.0533,0.023,
DATA,CPT_36291,2.81,8.7088,0.0532,0.023,
DATA,CPT_36291,2.82,8.5432,0.0532,0.0231,
DATA,CPT_36291,2.83,8.4624,0.0531,0.0235,
DATA,CPT_36291,2.84,8.2685,0.0528,0.0235,
DATA,CPT_36291,2.85,8.2559,0.0522,0.0236,
DATA,CPT_36291,2.86,8.2558,0.0517,0.0237,
DATA,CPT_36291,2.87,8.2581,0.0509,0.0241,
DATA,CPT_36291,2.88,8.2604,0.0502,0.0241,
DATA,CPT_36291,2.89,8.2604,0.05,0.0241,
DATA,CPT_36291,2.9,8.3574,0.05,0.0241,
DATA,CPT_36291,2.91,8.3574,0.05,0.0241,
DATA,CPT_36291,2.92,8.3655,0.05,0.0242,
DATA,CPT_36291,2.93,8.3816,0.0502,0.0243,
DATA,CPT_36291,2.94,8.2483,0.0506,0.025,
DATA,CPT_36291,2.95,8.2079,0.0513,0.0249,
DATA,CPT_36291,2.96,8.0988,0.0514,0.025,
DATA,CPT_36291,2.97,7.9736,0.0514,0.0252,
DATA,CPT_36291,2.98,7.8887,0.0514,0.0252,
DATA,CPT_36291,2.99,7.8887,0.0514,0.0252,
DATA,CPT_36291,3,7.6989,0.0511,0.0252,
DATA,CPT_36291,3.01,7.6792,0.05,0.0254,
DATA,CPT_36291,3.02,7.6695,0.0494,0.0254,
DATA,CPT_36291,3.03,7.673,0.0429,0.0256,
DATA,CPT_36291,3.04,7.6766,0.0397,0.0256,
DATA,CPT_36291,3.05,7.7271,0.0382,0.0258,
DATA,CPT_36291,3.06,7.812,0.0378,0.0258,
DATA,CPT_36291,3.07,7.8403,0.0377,0.0259,
DATA,CPT_36291,3.08,7.7837,0.0378,0.026,
DATA,CPT_36291,3.09,7.6827,0.0378,0.026,
DATA,CPT_36291,3.1,7.3252,0.0385,0.0267,
DATA,CPT_36291,3.11,7.3219,0.0398,0.0275,
DATA,CPT_36291,3.12,7.3205,0.0408,0.0269,
DATA,CPT_36291,3.13,7.3784,0.0408,0.0271,
DATA,CPT_36291,3.14,7.4363,0.0416,0.0271,
DATA,CPT_36291,3.15,7.4767,0.0418,0.0273,
DATA,CPT_36291,3.16,7.4807,0.042,0.0275,
DATA,CPT_36291,3.17,7.4832,0.0419,0.0273,
DATA,CPT_36291,3.18,7.4858,0.0421,0.0273,
DATA,CPT_36291,3.19,7.4969,0.0422,0.0274,
DATA,CPT_36291,3.2,7.4969,0.0423,0.0274,
DATA,CPT_36291,3.21,7.5494,0.0423,0.0275,
DATA,CPT_36291,3.22,7.614,0.0439,0.0275,
DATA,CPT_36291,3.23,7.5979,0.045,0.0276,
DATA,CPT_36291,3.24,7.6625,0.0453,0.0277,
DATA,CPT_36291,3.25,7.6948,0.0465,0.0277,
DATA,CPT_36291,3.26,7.7008,0.0474,0.0278,
DATA,CPT_36291,3.27,7.7069,0.0473,0.0278,
DATA,CPT_36291,3.28,7.7069,0.0476,0.028,
DATA,CPT_36291,3.29,7.6261,0.0477,0.0283,
DATA,CPT_36291,3.3,7.6544,0.0476,0.0283,
