GROUP,ISPT
HEADING,LOCA_ID,ISPT_TOP,ISPT_TPEN,ISPT_NVAL,ISPT_ERAT,ISPT_MECH,ISPT_METH,ISPT_REM
UNIT,,m,cm,,%,,,
TYPE,ID,2DP,1DP,0DP,0DP,X,X,X
DATA,BH_16407,1.5,45,45,,,,
DATA,BH_16407,3,45,28,,,,
DATA,BH_16407,4.5,45,7,,,,
DATA,BH_16407,6,45,2,,,,
DATA,BH_16407,7.5,45,0,,,,
DATA,BH_16407,9,45,6,,,,
DATA,BH_16407,10.5,45,12,,,,
DATA,BH_16407,12,45,15,,,,
DATA,BH_16407,13.5,45,37,,,,
DATA,BH_16407,15,45,46,,,,
DATA,BH_16407,16.5,45,26,,,,
DATA,BH_16407,18,45,50,,,,
